budget,genres,popularity,release_date,revenue,runtime,title,vote_average
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",36.319205,2013,32935319,105,Inside Llewyn Davis,7.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",4.146752,2001,16017403,95,O,5.8
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",9.705589,1991,2807854,98,Return to the Blue Lagoon,5.1
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1.396985,1970,2200000,124,The Molly Maguires,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",4.056774,2005,2945242,105,Romance & Cigarettes,6
11000000,"[{""id"": 18, ""name"": ""Drama""}]",5.062687,2006,0,104,Copying Beethoven,6.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",3.122152,2010,0,111,Brighton Rock,5.6
10800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",32.943848,2008,113857533,92,Saw V,5.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",0.700127,1969,0,116,Machine Gun McCain,7.3
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",31.763201,2012,0,97,LOL,5.9
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8.950864,2006,0,123,Jindabyne,5.7
7400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.246903,2006,17000000,193,Kabhi Alvida Naa Kehna,6.1
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4.519523,1999,18535191,97,An Ideal Husband,6.3
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",18.764453,2013,0,98,The Last Days on Mars,5.2
0,"[{""id"": 27, ""name"": ""Horror""}]",6.340135,2002,0,102,Darkness,5.6
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",86.201184,1968,68700000,149,2001: A Space Odyssey,7.9
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",56.105798,1982,792910554,115,E.T. the Extra-Terrestrial,7.3
10000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12.792446,2007,17500000,97,In the Land of Women,5.8
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1.985552,2004,0,97,The Blue Butterfly,6.8
10500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0.037073,1994,123509,99,There Goes My Baby,8.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",0.12082,2010,0,135,Housefull,5.2
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]",3.646848,2007,0,110,September Dawn,5
12000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",5.759545,2012,9622846,145,For Greater Glory - The True Story of Cristiada,6.4
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",25.302978,2014,0,105,The Bélier Family,7
10000000,"[{""id"": 18, ""name"": ""Drama""}]",43.734886,1997,225933435,126,Good Will Hunting,7.9
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",10.016909,2016,0,106,Misconduct,5.3
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",33.124871,2006,163876815,108,Saw III,6.1
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10.892398,1981,85300000,106,Stripes,6.5
28000000,"[{""id"": 35, ""name"": ""Comedy""}]",14.754281,2000,90449929,98,Bring It On,5.8
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",53.727146,2016,118587880,105,The Purge: Election Year,6.1
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8.9876,1999,103166989,95,She's All That,5.7
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",29.244768,2007,139352633,93,Saw IV,5.9
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",14.447723,2005,91196419,101,White Noise,5.6
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.882208,2006,57231524,110,Madea's Family Reunion,6
13800000,"[{""id"": 18, ""name"": ""Drama""}]",17.3393,1986,52293982,119,The Color of Money,6.7
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",19.524972,1962,50100000,178,The Longest Day,7.2
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8.932837,1992,50752337,101,The Mighty Ducks,6.4
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",35.695442,2004,183474602,92,The Grudge,5.8
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",26.598884,1996,41205099,92,Happy Gilmore,6.5
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",23.316208,2001,59217789,90,Jeepers Creepers,6.1
10000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",25.929893,1989,40485039,90,Bill & Ted's Excellent Adventure,6.7
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",8.305998,1968,37402877,153,Oliver!,7
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",21.258991,2011,136836156,124,The Best Exotic Marigold Hotel,6.9
10000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.699058,2001,44460850,83,Recess: School's Out,6.6
12305523,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",36.582038,1985,36230219,107,Mad Max Beyond Thunderdome,5.9
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",34.224204,1985,57500000,90,Commando,6.4
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",38.179483,2016,64188367,97,The Boy,5.8
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",30.934688,2010,33583175,80,Devil,5.8
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",7.499639,2002,33526835,85,Friday After Next,6
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",45.946524,2015,104303851,97,Insidious: Chapter 3,6.2
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",4.928777,1985,25754284,108,The Last Dragon,6.4
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10.125029,1992,32101000,108,The Lawnmower Man,5.4
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",20.452449,2008,32973937,89,Nick and Norah's Infinite Playlist,6.4
10000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",14.543435,1999,30652890,130,Dogma,6.8
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.015354,2002,0,98,The Banger Sisters,5.5
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12.902975,1983,29450919,101,Twilight Zone: The Movie,6.2
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",6.216203,1989,30050028,114,Road House,6.3
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",3.290639,1994,29392418,100,A Low Down Dirty Shame,6
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4.844451,2002,34411240,84,Swimfan,5
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9.559737,2006,38368909,103,Employee of the Month,5.3
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.350382,1998,25605015,100,Can't Hardly Wait,6.1
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",13.455373,1983,33697647,91,The Outsiders,6.9
65000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",31.974359,2016,143695338,102,Pete's Dragon,6.2
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",16.78512,1983,20766616,103,The Dead Zone,6.9
10000000,"[{""id"": 27, ""name"": ""Horror""}]",26.090495,2015,52882018,97,Sinister 2,5.4
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2.698185,2012,24637469,116,Sparkle,5.8
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5.904126,2001,0,96,Valentine,5
10000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",22.888173,2009,42333295,98,The Fourth Kind,5.8
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",5.025446,2006,0,105,A Prairie Home Companion,6.4
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2.580808,1994,0,123,Sugar Hill,5.2
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",4.192064,1985,0,107,Invasion U.S.A.,5.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2.596338,2005,0,112,Roll Bounce,6.1
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",18.289303,1998,17096053,93,Rushmore,7.5
10000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",26.268209,2010,66821036,100,Skyline,4.7
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",17.592299,2015,85978266,122,The Second Best Exotic Marigold Hotel,6.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",6.27141,2008,0,101,Kit Kittredge: An American Girl,6.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11.158906,2005,0,100,The Perfect Man,5.5
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.079862,1990,16153593,129,Mo' Better Blues,6.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",8.288813,2002,0,81,Kung Pow: Enter the Fist,6.1
11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",32.579697,1990,48572000,96,Tremors,6.6
12600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",33.555764,2003,28650575,84,Wrong Turn,6
10000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}]",2.959547,1980,15795189,99,The Long Riders,6.6
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4.068107,1999,15156200,110,The Corruptor,6
10000000,"[{""id"": 18, ""name"": ""Drama""}]",17.663353,2013,21587700,130,Mud,7
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",4.207456,2007,20342161,84,Reno 911!: Miami,5.6
10000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",7.944457,2013,0,92,One Direction: This Is Us,8
10000000,"[{""id"": 35, ""name"": ""Comedy""}]",3.352702,2009,0,90,"The Goods: Live Hard, Sell Hard",5.4
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",5.856363,2002,0,76,Hey Arnold! The Movie,5.6
6400000,"[{""id"": 18, ""name"": ""Drama""}]",21.006078,2011,35057696,99,My Week with Marilyn,6.6
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5.647538,2005,17297244,96,The Matador,6.2
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.000178,1997,0,104,Love Jones,8.1
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",27.247013,2015,58978653,108,The Gift,6.7
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",1.83428,2005,0,108,End of the Spear,6.1
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.592129,2001,0,87,Get Over It,5.5
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",18.366362,1999,12827813,89,Office Space,7.4
10000000,"[{""id"": 35, ""name"": ""Comedy""}]",6.736274,1999,10571408,98,Drop Dead Gorgeous,6.4
10000000,"[{""id"": 18, ""name"": ""Drama""}]",28.570174,2014,28883511,105,Big Eyes,6.8
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5.671691,1998,9898412,100,Very Bad Things,6.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",5.842299,2004,0,89,Sleepover,5.3
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9.525626,1984,8801940,114,Body Double,6.4
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",14.038512,2010,6110000,90,MacGruber,5.1
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9.177896,2002,0,97,Dirty Pretty Things,6.8
6000000,"[{""id"": 35, ""name"": ""Comedy""}]",35.350303,2013,32438988,90,Movie 43,4.4
10000000,"[{""id"": 35, ""name"": ""Comedy""}]",12.067921,2008,0,95,Over Her Dead Body,5.3
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",30.863082,2012,9636289,101,Seeking a Friend for the End of the World,6.3
0,"[{""id"": 35, ""name"": ""Comedy""}]",10.254807,2011,6861102,87,Cedar Rapids,5.9
20000000,"[{""id"": 18, ""name"": ""Drama""}]",73.567232,1998,23875127,119,American History X,8.2
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16.361743,2012,6842058,94,The Collection,5.9
10000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",1.374409,2004,0,74,Teacher's Pet,5.5
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",6.18869,1998,9495408,131,The Red Violin,7.3
10000000,"[{""id"": 18, ""name"": ""Drama""}]",15.280261,1999,0,112,The Straight Story,7.7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.753481,2002,0,96,Deuces Wild,5.5
9500000,"[{""id"": 35, ""name"": ""Comedy""}]",14.105392,2013,7800000,88,Bad Words,6.4
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14.905357,2007,33000000,100,"Run, Fatboy, Run",6.2
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",0.518056,1981,2154696,79,Heartbeeps,3.8
9000000,"[{""id"": 18, ""name"": ""Drama""}]",12.172131,2014,21571189,121,Black or White,6.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",3.084874,2001,0,85,On the Line,4.1
10000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",17.078656,2006,7177143,126,Rescue Dawn,6.9
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",16.318608,2015,10835752,107,Danny Collins,6.6
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",10.409155,2011,4417580,83,"Jeff, Who Lives at Home",6.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5.355763,2009,0,120,I Am Love,6.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",4.725357,2012,0,112,Atlas Shrugged Part II,5.4
11500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4.850402,1993,3275585,100,Romeo Is Bleeding,5.7
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8.902102,1999,3193102,89,The Limey,6.6
6500000,"[{""id"": 18, ""name"": ""Drama""}]",28.223163,2004,98410061,112,Crash,7.2
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.007816,2000,5164404,140,The House of Mirth,6.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1.610132,1987,0,92,Malone,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.326131,2006,0,120,Peaceful Warrior,7.3
10000000,"[{""id"": 35, ""name"": ""Comedy""}]",3.919057,2011,0,97,Bucky Larson: Born to Be a Star,4.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.23411,2000,0,135,Bamboozled,6.3
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",19.865989,2016,40055439,95,The Forest,4.8
14000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0.310513,1981,439564,118,Sphinx,6
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",19.263477,2015,7587485,97,While We're Young,5.8
10000000,"[{""id"": 18, ""name"": ""Drama""}]",4.123533,2011,1759252,98,A Better Life,7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6.948401,2002,0,98,Spider,6.4
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",3.988432,2000,1631839,101,Gun Shy,5.4
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",5.099923,2002,0,132,Nicholas Nickleby,6.8
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",19.494703,2012,1969193,105,The Iceman,6.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3.759988,2006,0,154,Krrish,5.5
10000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",4.176066,2000,0,87,Cecil B. Demented,6.2
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",16.436178,2011,3665069,102,Killer Joe,6.5
